sampleID,Psi3_Junctions,Psi5_Junctions,Theta_Junctions,All_Junctions,Jaccard_Junctions,Psi3_Junctions_01,Psi5_Junctions_01,Theta_Junctions_01,All_Junctions_01,Jaccard_Junctions_01,Psi3_Junctions_001,Psi5_Junctions_001,Theta_Junctions_001,All_Junctions_001,Jaccard_Junctions_001,Psi3_Junctions_1e_6,Psi5_Junctions_1e_6,Theta_Junctions_1e_6,All_Junctions_1e_6,Jaccard_Junctions_1e_6,Psi3_Genes,Psi5_Genes,Theta_Genes,All_Genes,Jaccard_Genes,Psi3_Genes_01,Psi5_Genes_01,Theta_Genes_01,All_Genes_01,Jaccard_Genes_01,Psi3_Genes_001,Psi5_Genes_001,Theta_Genes_001,All_Genes_001,Jaccard_Genes_001,Psi3_Genes_1e_6,Psi5_Genes_1e_6,Theta_Genes_1e_6,All_Genes_1e_6,Jaccard_Genes_1e_6,no_theta_juncs_in_MIGs,no_jaccard_juncs_in_MIGs,no_MIGs_with_theta_juncs
UDN550488.Aligned.sortedByCoord.out.bam,72,55,448,575,205,57,46,392,495,177,46,38,326,410,136,25,27,202,254,70,39,30,237,268,168,34,26,208,234,146,26,22,179,200,111,14,15,117,132,55,369,162,197
GSS198417,71,92,17,180,5,37,48,6,91,2,22,29,4,55,0,7,1,1,9,0,52,65,15,122,3,30,34,6,65,1,17,22,4,39,0,5,1,1,7,0,2,0,2
RD464,71,82,67,220,19,37,59,39,135,10,21,25,15,61,8,7,7,1,15,2,44,52,47,133,9,19,36,26,74,4,8,13,8,25,3,3,4,0,5,1,3,0,3
RD376,67,65,35,167,7,42,42,18,102,5,19,18,7,44,1,4,7,3,14,0,38,39,21,94,5,28,28,9,62,4,12,15,3,29,1,3,6,1,10,0,3,0,3
GSS153634,66,80,1,147,9,33,44,1,78,7,17,30,1,48,7,5,8,0,13,4,50,56,1,99,4,27,30,1,54,3,14,18,1,31,3,3,3,0,5,2,0,0,0
GSS225379,66,70,360,496,222,42,44,314,400,186,28,27,281,336,152,15,14,168,197,71,47,51,218,293,180,30,32,191,236,155,18,19,167,191,127,9,10,103,114,60,285,169,175
RD445,66,93,35,194,11,38,59,18,115,1,16,30,5,51,0,1,6,0,7,0,46,67,28,131,9,26,44,13,79,1,13,24,2,37,0,1,5,0,6,0,1,0,1
RD145,65,57,20,142,47,39,30,10,79,9,17,12,2,31,3,5,3,0,8,0,48,39,18,95,38,27,19,9,50,8,13,9,2,22,3,5,1,0,6,0,0,1,0
RD373,65,63,35,163,3,41,35,19,95,2,23,11,9,43,2,6,1,4,11,0,41,42,25,102,3,25,26,13,60,2,14,9,5,26,2,3,1,3,6,0,1,0,1
RD454,65,49,22,136,4,35,32,17,84,4,22,23,2,47,3,10,17,2,29,2,43,25,15,71,3,22,15,13,42,3,13,7,1,18,2,5,4,1,8,2,0,0,0
GSS298499,64,47,22,133,2,47,27,11,85,1,26,12,5,43,0,2,1,0,3,0,52,35,18,96,1,38,19,10,61,1,22,8,4,30,0,2,1,0,3,0,0,0,0
UDN819505,64,83,35,182,5,41,52,16,109,5,27,29,5,61,4,7,7,0,14,3,48,60,26,119,1,32,39,10,71,1,19,23,3,41,1,5,7,0,11,0,1,0,1
RD404,62,32,14,108,5,46,19,4,69,5,27,8,4,39,4,13,6,2,21,2,40,20,11,68,2,28,8,3,38,2,12,2,3,16,1,3,2,1,5,1,0,0,0
UDN261975,62,74,16,152,1,30,37,10,77,1,19,26,4,49,1,5,10,1,16,1,46,57,14,106,1,24,28,8,56,1,14,19,3,33,1,3,8,0,10,1,0,0,0
UDN883285,61,76,11,148,9,37,38,5,80,3,20,16,1,37,1,3,4,0,7,0,48,58,10,109,6,30,29,4,60,1,16,11,0,26,1,3,3,0,6,0,1,1,1
RD399,60,66,22,148,9,37,43,11,91,5,19,24,7,50,3,11,12,1,24,1,43,48,13,97,5,28,29,6,57,3,12,17,4,30,2,5,7,0,11,0,1,2,1
RD546,60,84,39,183,11,32,56,13,101,3,12,25,3,40,2,5,6,0,11,0,46,58,32,128,6,24,40,11,71,0,10,22,3,34,0,5,4,0,9,0,4,0,3
UDN238929.Aligned.sortedByCoord.out.bam,60,53,304,417,131,51,42,256,349,100,38,31,194,263,76,18,14,102,134,31,30,30,180,211,110,25,24,152,179,87,18,19,117,136,66,7,10,67,78,26,248,105,151
RD407,58,53,20,131,2,37,34,9,80,1,21,20,6,47,1,6,9,0,15,0,44,36,16,88,2,30,21,9,56,1,16,10,6,28,1,4,4,0,6,0,0,0,0
GSS253639,57,56,8,121,10,32,45,5,82,5,19,26,4,49,5,13,9,2,24,1,44,44,4,81,7,23,35,2,52,3,13,18,2,27,3,8,5,1,11,1,2,0,2
UDN071948,56,46,12,114,0,42,23,5,70,0,23,15,2,40,0,3,4,0,7,0,42,36,12,87,0,33,18,5,53,0,16,11,2,28,0,2,2,0,4,0,0,0,0
RD411,55,39,14,108,1,35,19,4,58,0,25,13,0,38,0,5,5,0,10,0,45,28,9,77,1,28,14,3,41,0,21,8,0,26,0,3,3,0,4,0,1,0,1
RD143,53,279,647,979,2236,33,191,342,566,1461,15,123,157,295,809,2,33,15,50,127,31,168,504,667,1446,21,108,279,390,1022,9,68,133,200,587,1,18,12,31,101,35,108,30
UDN805546,53,50,13,116,7,31,36,7,74,6,22,19,1,42,6,7,7,1,15,6,39,37,10,78,3,22,26,6,50,3,14,13,0,24,3,4,2,0,4,3,0,0,0
UDN817315,53,71,22,146,14,44,42,6,92,11,25,29,6,60,8,16,10,0,26,5,40,48,19,97,10,33,27,3,55,7,19,16,3,30,5,10,5,0,10,3,1,3,1
UDN825711,53,44,13,110,0,28,21,5,54,0,13,8,2,23,0,5,2,0,7,0,42,32,13,81,0,24,15,5,39,0,10,5,2,16,0,3,1,0,3,0,0,0,0
RD268,52,49,393,494,301,42,42,352,436,252,31,32,295,358,215,22,18,176,216,113,22,22,215,242,245,15,18,200,220,208,9,14,176,190,178,5,7,109,115,96,315,219,180
RD436,51,44,17,112,8,28,25,8,61,7,16,10,6,32,6,8,6,0,14,4,30,27,11,61,6,18,16,7,35,5,11,8,5,21,4,6,4,0,8,3,0,0,0
UDN765513.Aligned.sortedByCoord.out.bam,51,65,31,147,14,46,58,26,130,10,41,45,18,104,6,24,15,6,45,5,15,27,16,47,9,13,26,13,42,7,11,22,10,34,6,7,8,3,15,5,0,0,0
UDN887753,51,64,16,131,6,24,36,7,67,5,11,21,2,34,5,1,2,0,3,2,40,47,15,95,4,17,27,7,47,4,8,15,2,22,4,1,2,0,3,2,0,0,0
RD357,50,40,32,122,2,32,21,22,75,0,18,9,18,45,0,7,3,11,21,0,31,27,19,71,2,20,14,11,44,0,10,6,9,25,0,4,2,5,11,0,0,0,0
RD401,50,53,12,115,4,39,36,6,81,1,23,19,4,46,0,5,7,1,13,0,36,36,11,71,4,27,25,5,50,1,14,12,3,24,0,2,4,1,6,0,1,1,1
RD471,49,52,29,130,6,38,38,11,87,4,27,18,6,51,3,9,4,1,14,1,30,31,17,71,4,22,20,7,43,2,14,9,3,23,1,4,2,0,4,1,0,1,0
GSS137627,48,71,1,120,2,28,50,1,79,2,14,23,1,38,2,5,9,0,14,2,34,55,1,84,2,19,39,1,56,2,8,20,1,27,2,4,8,0,10,2,0,0,0
GSS225009,47,36,12,95,13,36,22,7,65,10,13,9,5,27,7,7,4,0,11,2,25,21,9,49,7,20,14,7,36,7,7,7,5,17,5,4,3,0,6,1,0,0,0
UDN395773,47,45,26,118,1,30,27,8,65,0,12,13,2,27,0,2,1,0,3,0,40,38,20,92,1,25,24,8,53,0,11,12,2,22,0,2,1,0,3,0,2,0,2
GSS258509,46,46,4,96,4,29,28,1,58,2,6,15,0,21,1,3,5,0,8,0,33,30,2,56,3,20,19,0,34,2,4,8,0,10,1,2,4,0,4,0,1,0,1
RD359,46,43,36,125,28,33,31,23,87,20,25,18,18,61,17,12,5,4,21,9,31,28,23,79,25,22,17,16,53,17,17,10,13,39,15,9,4,3,16,9,0,0,0
RD441,46,43,20,109,1,21,21,14,56,1,9,13,8,30,1,5,3,0,8,1,31,26,12,65,1,12,10,9,28,1,4,7,5,15,1,1,0,0,1,1,1,0,1
UDN036035,46,38,8,92,1,20,19,6,45,1,10,11,1,22,1,2,1,0,3,0,31,23,6,57,1,15,15,5,33,1,7,8,1,15,1,1,1,0,2,0,0,0,0
UDN696046.Aligned.sortedByCoord.out.bam,46,44,23,113,10,40,38,20,98,7,36,30,16,82,5,26,17,8,51,2,18,16,14,39,4,15,13,11,32,3,13,9,11,27,2,8,5,7,17,2,0,0,0
RD400,45,43,11,99,1,29,20,3,52,1,18,11,0,29,1,6,5,0,11,0,33,27,9,64,0,23,14,2,35,0,14,6,0,17,0,4,3,0,5,0,0,0,0
UDN160921,45,51,17,113,7,29,33,7,69,7,16,22,5,43,7,4,8,0,12,7,34,35,14,76,5,21,21,6,43,5,10,13,4,24,5,3,4,0,4,5,0,0,0
UDN288905,45,47,50,142,0,22,22,21,65,0,11,13,8,32,0,1,2,0,3,0,35,41,47,120,0,18,19,21,58,0,10,11,8,29,0,1,2,0,3,0,1,0,1
UDN853546,45,57,16,118,1,20,33,9,62,0,11,14,5,30,0,3,1,1,5,0,33,44,14,89,1,16,23,8,47,0,9,12,5,26,0,2,1,1,4,0,0,0,0
RD468,44,47,31,122,9,26,27,21,74,6,18,19,14,51,1,3,7,6,16,1,27,27,18,63,7,16,16,11,40,4,11,11,7,26,1,2,4,3,7,1,0,0,0
RD372,43,31,9,83,7,29,24,8,61,6,15,14,6,35,4,5,5,4,14,2,25,20,3,45,3,17,13,2,29,3,9,6,1,14,2,2,4,1,6,2,0,0,0
RD433,43,25,14,82,3,25,17,7,49,2,12,7,3,22,1,4,1,1,6,0,29,17,8,49,3,19,11,4,32,2,8,5,3,15,1,3,1,1,5,0,1,0,1
RD377,42,30,9,81,3,28,18,5,51,3,16,11,3,30,0,7,2,0,9,0,21,19,3,36,2,14,10,2,23,2,8,5,2,13,0,3,1,0,3,0,0,0,0
GSS298419,40,32,7,79,5,25,23,3,51,4,13,8,2,23,1,2,2,0,4,0,30,25,6,54,3,19,19,2,36,3,11,6,1,16,1,2,2,0,3,0,0,0,0
UDN663925,40,30,16,86,8,28,12,9,49,3,11,5,4,20,2,2,0,0,2,0,32,23,13,63,6,22,10,7,37,3,11,5,3,17,2,2,0,0,2,0,0,0,0
UDN611907,39,48,24,111,6,27,32,6,65,5,17,15,1,33,2,6,6,0,12,0,30,38,21,83,4,21,25,5,46,3,13,12,1,23,2,4,4,0,6,0,2,0,2
RD437,38,37,7,82,6,23,26,4,53,5,21,14,2,37,4,8,6,1,15,3,19,24,6,45,4,11,15,3,28,3,9,6,2,16,3,3,4,1,7,2,0,0,0
RD440,37,49,13,99,8,29,28,9,66,6,10,15,1,26,5,2,6,1,9,3,27,37,10,69,6,21,21,7,45,4,7,12,1,19,3,1,4,1,6,2,1,0,1
UDN994504.Aligned.sortedByCoord.out.bam,37,34,26,97,10,32,23,14,69,7,29,23,11,63,5,16,16,5,37,2,19,15,17,45,6,17,9,11,31,3,14,9,8,26,3,9,8,3,16,2,0,0,0
RD365,36,38,19,93,6,20,20,14,54,5,11,9,4,24,5,3,3,3,9,2,26,26,13,62,5,14,12,10,33,4,9,6,4,17,4,2,2,3,7,2,1,0,1
RD452,36,37,11,84,2,23,28,6,57,1,12,21,6,39,1,6,9,2,17,1,24,25,7,52,1,13,18,3,31,0,5,12,3,18,0,3,4,1,6,0,0,0,0
UDN202122,36,49,35,120,1,18,29,20,67,1,8,8,4,20,1,1,4,0,5,0,29,36,33,93,1,15,20,19,54,1,8,3,4,15,1,1,1,0,2,0,3,0,3
RD358,35,32,10,77,10,19,20,7,46,8,9,14,5,28,8,6,3,2,11,3,22,23,8,49,5,12,15,6,30,4,6,11,4,18,4,3,2,2,6,1,0,0,0
UDN038186,35,36,9,80,4,20,25,5,50,4,13,13,1,27,1,2,5,0,7,1,28,27,5,53,2,17,17,2,32,2,11,8,1,18,0,1,2,0,3,0,1,0,1
GSS293189,34,35,3,72,7,23,21,2,46,7,14,13,2,29,1,6,5,0,11,0,22,23,3,46,5,15,13,2,28,5,9,7,2,16,0,4,3,0,5,0,0,0,0
RD369,33,36,15,84,3,26,21,13,60,2,23,12,11,46,1,16,6,4,26,0,13,21,8,37,3,9,12,7,24,2,7,7,5,16,1,6,3,2,8,0,0,0,0
RD392,33,25,10,68,0,15,12,8,35,0,10,4,7,21,0,4,0,1,5,0,20,20,6,42,0,10,9,4,23,0,6,4,3,13,0,3,0,1,4,0,0,0,0
RD438,33,33,11,77,11,17,24,7,48,8,9,8,3,20,6,7,4,1,12,3,28,23,9,57,9,14,17,6,35,6,7,6,3,15,4,5,2,1,8,3,0,0,0
RD389,32,32,7,71,9,22,23,4,49,8,16,16,0,32,6,9,14,0,23,5,14,18,6,35,3,9,11,4,22,2,6,6,0,11,2,2,6,0,7,2,0,0,0
RD432,32,140,204,376,351,21,79,102,202,135,14,41,35,90,38,2,10,7,19,1,22,94,169,275,287,13,56,84,149,109,8,31,32,69,32,2,7,7,16,1,6,22,6
RD442,32,22,7,61,2,17,10,1,28,2,11,9,0,20,2,7,1,0,8,1,24,16,5,43,1,12,8,1,21,1,7,7,0,14,1,4,1,0,5,1,0,0,0
GSS193187,31,27,3,61,2,16,17,2,35,2,11,8,2,21,0,3,1,1,5,0,25,24,2,49,2,13,16,1,30,2,9,8,1,18,0,2,1,1,4,0,0,0,0
UDN245313,31,29,7,67,5,16,18,4,38,2,8,6,3,17,1,0,0,0,0,1,20,18,5,42,3,9,12,2,23,2,3,3,1,7,1,0,0,0,0,1,2,1,1
RD408,30,43,19,92,8,21,24,12,57,5,13,18,8,39,4,2,12,2,16,3,18,29,13,53,6,12,16,9,32,3,6,11,7,22,3,1,6,2,9,2,0,0,0
RD423,30,40,19,89,3,18,19,8,45,3,12,12,4,28,2,4,0,2,6,0,18,27,16,58,1,9,13,7,28,1,3,8,3,13,0,1,0,1,2,0,1,0,1
RD275,28,48,177,253,975,19,31,88,138,640,14,22,35,71,358,2,5,1,8,89,16,31,146,185,693,10,20,71,94,464,7,14,31,49,272,1,3,1,4,62,5,41,5
RD397,28,33,15,76,0,16,26,8,50,0,7,16,4,27,0,0,4,1,5,0,19,19,12,44,0,9,15,6,26,0,5,9,4,15,0,0,3,1,4,0,3,0,3
UDN723153,28,21,7,56,2,14,11,0,25,2,12,9,0,21,2,4,2,0,6,2,21,15,7,40,1,10,8,0,17,1,8,6,0,13,1,2,2,0,4,1,0,0,0
RD360,27,18,6,51,6,14,15,5,34,4,12,11,3,26,2,8,4,1,13,1,16,13,3,30,4,6,10,3,18,4,5,8,1,14,2,4,3,0,7,1,0,0,0
RD403,27,28,11,66,3,14,15,8,37,3,10,6,6,22,3,7,0,2,9,2,18,12,6,33,2,10,6,3,18,2,6,1,2,8,2,4,0,1,5,2,0,1,0
GSS115017,26,20,2,48,2,8,9,0,17,2,5,6,0,11,2,3,3,0,6,0,20,14,1,33,1,6,7,0,12,1,3,5,0,7,1,1,2,0,2,0,0,0,0
RD402,26,10,18,54,4,11,6,9,26,4,8,5,4,17,3,7,3,3,13,3,18,7,12,35,2,6,4,5,14,2,4,3,3,9,2,3,1,2,5,2,1,0,1
RD434,26,23,4,53,5,18,14,3,35,4,9,9,3,21,3,6,4,0,10,1,17,13,3,31,3,11,8,3,21,3,4,5,3,11,2,3,2,0,4,1,0,0,0
UDN231469,26,19,11,56,0,12,7,6,25,0,3,5,3,11,0,2,0,0,2,0,22,13,10,44,0,10,4,5,19,0,2,3,2,7,0,1,0,0,1,0,0,0,0
GSS151814,25,24,1,50,5,21,18,1,40,5,16,13,1,30,5,7,6,1,14,4,15,16,1,27,3,13,12,1,22,3,10,8,1,16,3,4,3,1,7,2,0,0,0
RD425,25,29,11,65,1,19,16,3,38,1,10,7,2,19,1,1,1,0,2,1,21,20,9,47,1,15,10,2,26,1,8,6,2,15,1,0,1,0,1,1,0,0,0
RD427,25,33,20,78,4,17,23,9,49,4,10,15,4,29,3,5,5,1,11,2,17,21,14,47,3,11,15,6,28,3,6,8,2,14,2,3,3,1,5,1,0,0,0
RD443,25,17,14,56,3,20,9,9,38,2,17,6,5,28,2,3,0,3,6,1,14,10,9,25,2,11,6,6,19,2,10,4,5,16,2,2,0,3,5,1,0,0,0
UDN714100.Aligned.sortedByCoord.out.bam,25,22,9,56,7,19,18,7,44,6,16,11,6,33,6,12,11,2,25,0,11,10,3,21,4,10,7,2,16,3,8,3,2,11,3,6,3,0,9,0,0,0,0
GSS126744,24,24,8,56,5,13,10,5,28,5,7,5,5,17,3,5,1,3,9,3,15,17,6,35,2,8,8,3,17,2,5,4,3,11,1,3,1,1,4,1,1,0,1
GSS177894,24,28,3,55,6,22,12,2,36,6,17,5,1,23,5,3,2,0,5,1,16,21,2,35,4,15,9,1,22,4,10,3,1,12,3,2,1,0,3,1,0,0,0
GSS193964,24,17,2,43,2,13,10,1,24,2,7,5,1,13,1,2,3,1,6,0,15,12,1,25,2,9,7,0,14,2,5,3,0,6,1,1,2,0,2,0,0,0,0
UDN230652.Aligned.sortedByCoord.out.bam,24,35,17,76,6,15,27,15,57,5,13,23,12,48,3,11,11,3,25,0,14,15,7,27,5,8,13,7,20,4,6,12,6,18,3,6,7,2,11,0,0,0,0
RD371,23,26,9,58,2,17,20,3,40,1,11,12,2,25,1,0,3,0,3,1,13,12,7,29,2,8,9,2,17,1,5,6,1,11,1,0,3,0,3,1,0,0,0
RD374,23,23,20,66,7,9,10,14,33,6,7,8,10,25,4,4,5,3,12,1,17,14,12,40,5,7,5,8,18,4,5,3,6,13,3,2,2,2,5,1,0,0,0
RD378,23,16,11,50,2,14,14,3,31,1,6,7,0,13,1,4,2,0,6,0,10,8,6,21,2,5,6,2,11,1,3,2,0,4,1,2,1,0,2,0,0,0,0
GSS151817,22,29,7,58,8,17,17,6,40,7,10,5,5,20,5,7,3,4,14,3,13,19,5,35,3,8,11,4,21,2,3,1,3,6,2,2,0,2,3,2,0,0,0
GSS193967,22,20,1,43,1,12,6,0,18,1,4,5,0,9,0,2,0,0,2,0,17,14,0,30,0,10,4,0,13,0,3,3,0,6,0,1,0,0,1,0,0,0,0
RD048,22,17,23,62,23,8,16,18,42,18,6,12,12,30,12,2,8,5,15,6,6,4,9,13,13,3,4,8,11,10,3,4,7,10,6,2,3,4,6,4,0,0,0
RD361,22,24,11,57,2,14,14,6,34,2,8,9,2,19,2,5,3,0,8,1,13,17,9,37,2,8,10,5,23,2,5,6,2,13,2,2,1,0,3,1,0,0,0
RD375,22,25,11,58,5,15,18,8,41,2,7,7,4,18,2,2,3,2,7,2,13,18,6,34,2,8,13,4,22,1,5,5,3,12,1,1,2,2,4,1,0,0,0
RD410,22,20,21,63,2,10,10,2,22,2,5,6,1,12,2,3,2,0,5,2,15,15,11,39,1,6,7,2,13,1,3,5,1,8,1,2,1,0,2,1,0,0,0
UDN858265,22,19,5,46,6,11,13,0,24,4,4,10,0,14,2,2,3,0,5,1,14,16,4,33,4,6,11,0,16,4,2,8,0,9,2,1,2,0,2,1,0,0,0
UDN905116,22,26,1,49,7,12,23,0,35,7,12,20,0,32,4,9,13,0,22,2,12,15,1,25,3,6,12,0,16,3,6,9,0,13,2,4,5,0,7,2,0,0,0
RD364,21,16,6,43,3,13,8,3,24,3,9,7,2,18,3,4,4,1,9,1,14,7,5,22,1,8,3,2,12,1,6,2,1,8,1,1,1,1,2,1,2,1,2
UDN851664,21,220,161,402,88,12,114,74,200,21,9,76,34,119,6,0,17,1,18,0,11,146,148,292,76,6,79,70,151,15,5,57,33,91,6,0,11,1,12,0,13,8,13
UDN851779,21,13,2,36,0,11,11,2,24,0,5,4,1,10,0,1,4,0,5,0,13,9,1,21,0,7,7,1,13,0,2,2,1,4,0,1,2,0,2,0,0,0,0
GSS177897,20,31,3,54,0,9,16,0,25,0,3,7,0,10,0,1,2,0,3,0,18,27,3,47,0,7,15,0,22,0,2,6,0,8,0,1,2,0,3,0,1,0,1
RD405,20,24,8,52,0,12,14,4,30,0,10,10,4,24,0,5,3,0,8,0,10,13,3,23,0,4,9,0,11,0,4,5,0,7,0,1,2,0,2,0,0,0,0
RD429,20,8,8,36,1,12,7,5,24,1,8,5,5,18,0,2,4,1,7,0,13,5,4,21,1,9,4,2,14,1,6,3,2,10,0,1,2,0,2,0,0,0,0
RD363,19,11,10,40,7,12,9,3,24,6,10,6,3,19,5,6,5,2,13,4,13,6,7,23,3,9,4,2,12,3,7,3,2,9,2,4,2,1,5,1,0,0,0
RD041,18,20,24,62,22,14,15,18,47,19,11,13,13,37,13,5,7,9,21,7,8,5,12,18,11,6,5,9,15,10,5,5,6,12,6,2,3,3,5,4,0,0,0
RD199,18,4,4,26,2,17,4,3,24,2,11,2,1,14,0,11,2,1,14,0,6,1,2,7,1,5,1,1,6,1,4,1,0,4,0,4,1,0,4,0,0,0,0
RD222,18,21,12,51,12,18,20,5,43,11,16,18,5,39,9,2,6,3,11,3,6,8,6,17,4,6,8,3,14,4,6,6,3,13,3,0,2,2,4,1,0,0,0
RD362,18,12,19,49,8,12,6,13,31,6,7,5,7,19,5,5,5,3,13,2,11,4,12,26,5,6,2,8,16,4,3,1,5,9,3,1,1,3,5,2,2,1,1
RD395,18,29,13,60,2,13,15,4,32,1,5,6,3,14,1,2,3,1,6,1,10,18,8,31,2,6,8,3,13,1,3,4,2,7,1,1,2,1,3,1,0,0,0
RD043,17,14,29,60,22,14,13,19,46,17,10,10,13,33,11,4,9,6,19,5,8,8,10,18,9,8,7,7,17,7,6,6,5,12,5,2,5,3,8,2,0,0,0
RD045,17,15,15,47,12,15,14,10,39,9,12,13,9,34,6,8,6,5,19,0,7,6,9,17,6,6,6,6,14,6,6,5,6,14,4,3,3,4,9,0,0,0,0
RD211,17,18,14,49,6,16,11,11,38,4,7,9,11,27,2,6,4,3,13,0,8,7,3,13,2,7,3,3,11,2,4,3,3,8,1,3,1,1,4,0,0,0,0
RD248,17,7,9,33,6,17,7,7,31,5,14,7,6,27,4,4,5,0,9,3,5,2,5,10,3,5,2,4,9,2,3,2,3,6,1,2,2,0,3,1,0,0,0
RD370,17,9,11,37,1,13,7,8,28,1,11,6,5,22,1,4,4,2,10,1,10,7,7,20,1,6,5,5,13,1,5,4,2,9,1,1,2,1,3,1,1,0,1
RD386,17,9,12,38,7,12,5,12,29,7,12,4,7,23,6,4,3,4,11,3,11,5,8,23,6,7,3,8,18,6,7,2,4,13,5,3,2,3,8,3,1,0,1
RD426,17,23,9,49,4,14,16,6,36,3,12,12,4,28,2,6,6,2,14,1,12,15,6,29,3,9,10,3,18,2,7,7,2,12,1,3,3,1,5,1,0,0,0
RD444,17,14,16,47,6,4,10,9,23,6,3,6,9,18,4,2,2,6,10,2,9,8,6,22,2,2,6,2,10,2,1,4,2,7,2,0,2,2,4,1,0,0,0
RD446,17,19,9,45,2,8,12,7,27,2,4,10,1,15,1,0,1,0,1,0,12,12,6,27,2,5,7,5,15,2,2,5,1,7,1,0,1,0,1,0,1,0,1
RD366,16,14,4,34,2,7,11,2,20,1,6,4,1,11,1,4,4,0,8,1,12,5,3,20,2,6,4,1,11,1,5,2,1,8,1,3,2,0,5,1,0,0,0
GSS191237,15,16,1,32,0,11,13,1,25,0,7,7,0,14,0,0,0,0,0,0,12,10,1,21,0,9,8,1,17,0,5,5,0,9,0,0,0,0,0,0,0,0,0
RD046,15,13,14,42,15,13,11,11,35,14,11,9,4,24,8,0,3,0,3,3,5,4,9,13,6,5,3,7,11,6,5,2,4,9,5,0,1,0,1,3,0,0,0
RD244,15,2,9,26,4,8,2,8,18,3,8,2,4,14,2,6,2,1,9,0,4,1,4,7,1,2,1,4,6,1,2,1,2,5,1,1,1,1,3,0,0,0,0
RD284,15,7,8,30,4,10,7,5,22,3,7,7,4,18,3,4,5,3,12,2,6,3,4,11,2,4,3,1,6,2,3,3,1,5,2,2,3,1,4,1,0,0,0
RD310,15,4,13,32,1,13,4,12,29,1,8,4,6,18,1,4,0,5,9,0,4,2,7,10,1,4,2,6,9,1,3,2,3,6,1,1,0,2,3,0,1,0,1
GSS191234,14,7,0,21,0,11,3,0,14,0,9,2,0,11,0,0,0,0,0,0,9,4,0,12,0,6,2,0,7,0,6,1,0,6,0,0,0,0,0,0,0,0,0
RD047,14,29,23,66,20,12,21,17,50,14,10,16,14,40,10,4,11,10,25,6,4,8,12,21,11,4,6,9,16,8,2,5,8,12,6,2,3,6,8,4,0,0,0
RD295,14,16,6,36,4,14,16,6,36,4,14,9,5,28,2,7,2,4,13,0,4,2,4,7,1,4,2,4,7,1,4,2,3,6,0,3,1,3,6,0,0,0,0
RD355,14,19,21,54,3,8,11,17,36,3,6,8,13,27,0,0,4,4,8,0,9,12,6,26,1,4,7,4,14,1,2,4,3,9,0,0,2,1,3,0,0,0,0
GSS126747,13,15,3,31,1,6,7,2,15,1,1,5,1,7,0,0,0,0,0,0,11,12,3,24,1,5,5,2,11,1,1,4,1,5,0,0,0,0,0,0,0,0,0
GSS137624,13,17,4,34,3,9,8,2,19,2,5,4,2,11,2,3,0,0,3,1,12,13,0,21,0,8,5,0,11,0,4,2,0,6,0,2,0,0,2,0,0,0,0
RD185,13,6,2,21,3,11,5,2,18,2,9,4,1,14,2,5,3,0,8,0,6,5,2,11,1,5,4,2,9,0,4,3,1,6,0,2,2,0,3,0,0,0,0
RD250,13,8,12,33,5,13,8,10,31,4,8,4,8,20,2,3,0,2,5,0,4,4,7,11,3,4,4,5,9,3,3,3,3,6,2,1,0,0,1,0,0,0,0
RD251,13,7,8,28,2,8,7,7,22,1,7,4,4,15,1,7,2,2,11,1,7,4,4,14,2,4,4,4,11,1,3,2,2,6,1,3,1,2,6,1,0,0,0
RD351,13,18,17,48,8,11,16,12,39,7,10,11,11,32,5,3,7,2,12,2,7,9,5,13,4,6,9,4,11,4,6,6,4,10,3,2,3,2,5,1,0,0,0
RD354,13,10,7,30,5,13,8,4,25,4,7,8,4,19,2,2,6,2,10,2,3,3,0,5,2,3,2,0,4,1,1,2,0,2,0,1,1,0,1,0,0,0,0
GSS277899,12,12,1,25,2,8,6,1,15,2,7,3,1,11,2,2,2,0,4,1,8,10,1,18,1,5,6,1,11,1,4,3,1,7,1,1,2,0,3,1,0,0,0
RD066,12,11,5,28,5,5,10,3,18,5,5,10,0,15,4,1,6,0,7,1,5,4,1,8,2,3,3,1,5,2,3,3,0,4,2,1,2,0,3,1,0,0,0
RD162,12,9,4,25,5,8,7,3,18,3,8,7,3,18,3,8,2,2,12,2,6,4,2,9,4,4,2,2,5,2,4,2,2,5,2,4,1,1,5,2,0,0,0
RD200,12,15,8,35,5,10,7,7,24,4,6,4,6,16,2,3,4,1,8,0,5,3,2,9,2,5,3,2,9,2,4,2,2,7,2,2,2,0,4,0,0,0,0
RD208,12,10,3,25,9,12,10,2,24,6,11,8,2,21,5,11,8,2,21,2,8,3,3,10,6,8,3,2,9,5,7,3,2,8,4,7,3,2,8,2,0,0,0
RD242,12,7,5,24,3,8,7,4,19,3,8,7,3,18,3,8,4,3,15,3,5,3,0,6,1,3,3,0,4,1,3,3,0,4,1,3,2,0,3,1,0,0,0
RD280,12,19,7,38,2,2,16,6,24,0,2,15,4,21,0,1,2,2,5,0,6,7,3,14,2,2,4,3,9,0,2,3,3,8,0,1,1,2,4,0,0,0,0
RD296,12,18,5,35,6,10,16,3,29,5,6,16,1,23,4,6,6,0,12,2,9,7,4,17,5,8,6,3,15,4,5,6,1,11,3,5,3,0,8,2,0,0,0
RD058,11,6,17,34,1,11,3,12,26,1,8,0,8,16,0,2,0,3,5,0,3,0,6,9,0,3,0,5,8,0,1,0,4,5,0,1,0,1,2,0,0,0,0
