values,zscores_theta_in_MIGs,number_theta_juncs_in_MIGs
RD268,8.886125016496345,1
GSS225379,7.933903324313844,1
UDN550488.Aligned.sortedByCoord.out.bam,11.050265226002029,1
UDN238929.Aligned.sortedByCoord.out.bam,7.501075282412708,1
RD380,7.097102443304979,1
