sampleID,Psi3_Junctions,Psi5_Junctions,Theta_Junctions,All_Junctions,Jaccard_Junctions,Psi3_Junctions_01,Psi5_Junctions_01,Theta_Junctions_01,All_Junctions_01,Jaccard_Junctions_01,Psi3_Junctions_001,Psi5_Junctions_001,Theta_Junctions_001,All_Junctions_001,Jaccard_Junctions_001,Psi3_Junctions_1e_6,Psi5_Junctions_1e_6,Theta_Junctions_1e_6,All_Junctions_1e_6,Jaccard_Junctions_1e_6,Psi3_Genes,Psi5_Genes,Theta_Genes,All_Genes,Jaccard_Genes,Psi3_Genes_01,Psi5_Genes_01,Theta_Genes_01,All_Genes_01,Jaccard_Genes_01,Psi3_Genes_001,Psi5_Genes_001,Theta_Genes_001,All_Genes_001,Jaccard_Genes_001,Psi3_Genes_1e_6,Psi5_Genes_1e_6,Theta_Genes_1e_6,All_Genes_1e_6,Jaccard_Genes_1e_6,no_theta_juncs_in_MIGs,no_jaccard_juncs_in_MIGs,no_MIGs_with_theta_juncs
RD213,10,11,4,25,7,10,7,4,21,5,10,7,4,21,2,7,5,2,14,1,5,7,2,10,3,5,5,2,8,1,5,5,2,8,0,3,3,1,5,0,1,1,NA
RD240,10,7,6,23,1,7,7,5,19,1,7,7,4,18,1,7,3,2,12,1,7,4,4,11,1,5,4,4,10,1,5,4,3,9,1,5,2,1,7,1,0,0,NA
RD241,10,6,6,22,3,6,6,2,14,2,4,3,1,8,1,3,2,0,5,1,5,3,2,9,2,3,3,0,5,2,2,1,0,2,1,1,1,0,1,1,0,0,NA
RD058,9,5,15,29,0,7,3,12,22,0,6,0,8,14,0,2,0,3,5,0,3,0,6,9,0,2,0,5,7,0,1,0,4,5,0,1,0,1,2,0,0,0,NA
RD064,9,15,8,32,2,9,14,7,30,2,9,12,5,26,2,2,4,2,8,0,4,4,1,6,2,4,3,1,5,2,4,2,1,5,2,2,2,1,4,0,0,0,NA
RD177,9,6,4,19,3,7,6,4,17,3,7,2,3,12,1,0,0,2,2,1,1,3,3,6,3,0,3,3,6,3,0,1,2,3,1,0,0,2,2,1,0,0,NA
RD193,9,8,6,23,5,7,6,5,18,5,5,5,3,13,4,3,5,1,9,2,2,4,2,7,2,1,4,2,7,2,1,3,1,5,1,1,3,0,4,1,0,0,NA
RD194,9,5,2,16,0,3,3,2,8,0,3,3,2,8,0,0,1,0,1,0,3,2,2,6,0,1,2,2,4,0,1,2,2,4,0,0,1,0,1,0,0,0,NA
RD219,9,4,7,20,1,5,4,1,10,1,4,4,1,9,0,2,0,0,2,0,3,0,4,6,1,2,0,0,2,1,1,0,0,1,0,1,0,0,1,0,0,0,NA
RD228,9,9,15,33,4,8,7,13,28,4,8,7,9,24,3,6,6,2,14,3,4,4,9,16,4,3,4,8,14,4,3,4,7,13,3,2,4,1,6,3,0,0,NA
RD263,9,3,10,22,3,7,3,5,15,3,5,3,5,13,2,3,3,2,8,0,3,2,5,7,3,3,2,2,5,3,2,2,2,4,2,2,2,1,3,0,0,0,NA
RD266,9,12,9,30,3,4,7,9,20,2,4,6,6,16,2,2,2,0,4,2,4,5,7,15,2,1,2,7,9,1,1,1,5,6,1,1,1,0,1,1,0,2,NA
RD272,9,5,10,24,0,7,2,6,15,0,1,2,4,7,0,1,0,2,3,0,2,1,2,5,0,2,0,2,4,0,0,0,1,1,0,0,0,1,1,0,0,0,NA
RD273,9,5,6,20,2,8,4,4,16,2,2,2,3,7,2,0,2,1,3,1,5,1,3,8,1,4,1,1,5,1,2,0,1,2,1,0,0,1,1,1,0,0,NA
RD278,9,7,6,22,1,4,7,6,17,1,3,4,5,12,0,2,3,2,7,0,3,4,2,8,1,2,4,2,7,1,1,2,1,4,0,0,2,0,2,0,0,0,NA
RD167,8,12,3,23,4,8,10,3,21,4,6,5,3,14,2,4,3,1,8,2,4,7,3,12,3,4,6,3,12,3,3,4,3,9,2,2,2,1,4,2,0,0,NA
RD169,8,4,2,14,2,6,2,2,10,1,4,2,2,8,0,0,0,1,1,0,4,2,0,5,1,2,1,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,NA
RD195,8,4,10,22,0,5,1,8,14,0,3,1,3,7,0,0,1,2,3,0,5,2,4,10,0,4,1,2,6,0,2,1,1,3,0,0,1,1,2,0,0,0,NA
RD204,8,5,9,22,3,6,5,6,17,3,4,5,4,13,2,2,4,2,8,0,4,3,3,7,2,4,3,2,6,2,3,3,2,6,2,1,2,1,3,0,0,0,NA
RD262,8,4,4,16,2,5,4,4,13,1,2,4,1,7,1,2,4,1,7,0,4,2,1,6,1,2,2,1,4,1,1,2,0,2,1,1,2,0,2,0,0,0,NA
RD267,8,13,8,29,1,5,11,6,22,1,5,6,4,15,1,3,2,2,7,1,2,4,5,11,1,1,3,5,9,1,1,2,3,6,1,1,2,2,5,1,0,0,NA
RD271,8,9,4,21,4,8,8,2,18,3,6,7,2,15,3,4,6,2,12,0,5,5,0,8,2,5,4,0,7,1,4,3,0,5,1,2,3,0,3,0,0,0,NA
RD353,8,5,11,24,5,7,4,9,20,4,6,4,9,19,3,5,2,5,12,2,5,2,4,9,3,4,2,4,8,3,4,2,4,8,2,3,1,3,6,1,0,0,NA
GSS291239,7,9,1,17,0,7,4,1,12,0,6,4,1,11,0,5,3,0,8,0,4,8,0,11,0,4,3,0,6,0,3,3,0,5,0,2,2,0,3,0,0,0,NA
RD042,7,4,16,27,11,7,3,10,20,10,6,2,6,14,8,2,0,4,6,3,4,3,7,13,4,4,2,5,10,3,3,1,3,7,3,1,0,3,4,1,0,0,NA
RD062,7,0,5,12,0,4,0,2,6,0,2,0,1,3,0,0,0,0,0,0,3,0,3,6,0,2,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,NA
RD173,7,6,5,18,4,7,6,5,18,4,4,5,3,12,4,4,5,0,9,4,2,2,1,4,2,2,2,1,4,2,1,2,1,3,2,1,2,0,2,2,0,0,NA
RD175,7,4,1,12,2,3,3,1,7,2,2,3,1,6,2,0,2,0,2,2,1,2,0,2,1,1,1,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,NA
RD178,7,3,2,12,1,7,2,2,11,0,4,2,2,8,0,4,2,1,7,0,4,2,0,5,1,4,1,0,5,0,3,1,0,4,0,3,1,0,4,0,0,0,NA
RD180,7,6,1,14,2,7,5,1,13,1,2,3,1,6,0,0,1,0,1,0,1,3,0,4,1,1,2,0,3,1,1,2,0,3,0,0,1,0,1,0,0,0,NA
RD201,7,4,6,17,2,5,4,5,14,2,3,2,3,8,2,3,2,1,6,2,2,0,5,7,0,1,0,4,5,0,1,0,2,3,0,1,0,1,2,0,0,0,NA
RD207,7,8,6,21,4,7,6,5,18,3,6,6,1,13,3,6,3,0,9,3,5,5,2,9,4,5,4,1,8,3,4,4,0,7,3,4,2,0,5,3,0,1,NA
RD220,7,8,8,23,0,3,5,7,15,0,3,1,5,9,0,1,0,1,2,0,3,4,5,12,0,2,3,4,9,0,2,1,2,5,0,1,0,0,1,0,0,0,NA
RD226,7,5,6,18,3,7,4,4,15,3,7,4,4,15,1,2,2,4,8,1,2,1,2,4,2,2,1,2,4,2,2,1,2,4,0,1,0,2,3,0,0,0,NA
RD230,7,6,7,20,3,7,6,7,20,3,3,4,5,12,1,2,3,2,7,1,3,2,4,9,1,3,2,4,9,1,2,2,3,7,0,1,1,1,3,0,0,0,NA
RD235,7,4,3,14,3,7,2,3,12,1,7,1,3,11,1,2,0,1,3,0,5,3,1,8,3,5,2,1,7,1,5,1,1,7,1,2,0,1,3,0,0,0,NA
RD237,7,6,6,19,0,7,6,3,16,0,5,6,1,12,0,0,0,0,0,0,1,3,3,6,0,1,3,2,5,0,0,3,1,4,0,0,0,0,0,0,0,0,NA
RD256,7,13,7,27,1,5,13,2,20,1,5,9,1,15,1,5,5,1,11,0,3,6,2,10,1,3,6,1,9,1,3,4,0,7,1,3,3,0,6,0,0,0,NA
RD257,7,3,11,21,1,7,3,4,14,1,4,1,3,8,0,0,0,2,2,0,3,2,4,9,0,3,2,2,7,0,2,1,2,5,0,0,0,2,2,0,0,0,NA
RD270,7,9,6,22,4,4,8,5,17,3,4,8,5,17,2,4,7,2,13,1,4,5,3,9,2,3,5,2,7,1,3,5,2,7,1,3,4,1,6,1,0,0,NA
RD312,7,2,23,32,19,3,0,20,23,5,3,0,10,13,1,0,0,2,2,0,3,2,12,17,17,1,0,10,11,4,1,0,5,6,1,0,0,2,2,0,1,0,NA
GSS193184,6,18,0,24,1,3,13,0,16,1,2,7,0,9,1,2,5,0,7,1,5,12,0,16,1,2,8,0,10,1,1,4,0,5,1,1,2,0,3,1,0,0,NA
RD044,6,4,13,23,14,3,4,6,13,13,2,2,5,9,12,0,2,2,4,4,2,1,7,8,4,0,1,2,2,4,0,1,2,2,3,0,1,2,2,2,0,0,NA
RD059,6,1,3,10,1,4,1,2,7,1,2,1,2,5,1,1,0,1,2,1,2,1,2,4,1,2,1,2,4,1,1,1,2,3,1,1,0,1,1,1,0,0,NA
RD164,6,0,10,16,4,6,0,8,14,1,6,0,7,13,1,3,0,2,5,1,2,0,5,6,4,2,0,4,5,1,2,0,4,5,1,1,0,2,2,1,0,0,NA
RD176,6,6,2,14,4,4,3,0,7,3,4,1,0,5,2,0,0,0,0,1,2,2,0,3,2,1,2,0,2,2,1,1,0,2,2,0,0,0,0,1,0,0,NA
RD203,6,19,13,38,2,5,17,11,33,1,4,15,6,25,1,0,5,5,10,1,3,6,7,15,1,2,5,6,12,1,1,5,3,8,1,0,2,2,4,1,0,0,NA
RD209,6,8,8,22,5,6,8,7,21,5,6,8,5,19,4,4,8,2,14,3,1,2,3,5,2,1,2,2,4,2,1,2,1,3,2,1,2,1,3,2,0,0,NA
RD212,6,6,8,20,5,6,6,7,19,5,6,2,6,14,3,4,1,4,9,1,4,4,2,7,5,4,4,2,7,5,4,2,2,6,3,3,1,2,5,1,0,0,NA
RD218,6,2,8,16,0,5,2,3,10,0,3,2,2,7,0,3,2,1,6,0,2,1,4,6,0,2,1,1,3,0,1,1,1,2,0,1,1,1,2,0,0,0,NA
RD232,6,6,5,17,0,2,4,4,10,0,2,1,2,5,0,0,0,0,0,0,3,4,2,7,0,2,3,2,6,0,2,1,1,3,0,0,0,0,0,0,0,0,NA
RD239,6,11,8,25,1,5,7,6,18,1,3,7,4,14,0,2,5,1,8,0,4,6,5,12,1,3,3,4,7,1,2,3,3,7,0,1,3,0,3,0,0,0,NA
RD246,6,4,4,14,4,3,4,3,10,4,2,3,2,7,4,2,3,2,7,4,3,3,2,7,2,2,3,1,5,2,1,2,1,3,2,1,2,1,3,2,1,0,NA
RD265,6,6,8,20,1,3,4,8,15,1,0,4,7,11,1,0,3,4,7,1,2,4,2,7,1,1,2,2,5,1,0,2,2,4,1,0,1,2,3,1,0,0,NA
RD281,6,6,3,15,2,4,6,2,12,1,2,3,1,6,1,0,3,0,3,0,3,2,2,6,2,2,2,1,4,1,1,1,1,2,1,0,1,0,1,0,0,0,NA
RD283,6,6,2,14,4,6,6,2,14,4,4,4,2,10,4,4,2,1,7,1,3,3,2,7,3,3,3,2,7,3,2,3,2,6,3,2,2,1,5,0,0,0,NA
GSS115014,5,11,1,17,2,2,11,1,14,2,2,10,1,13,0,2,5,1,8,0,4,6,1,10,2,1,6,1,7,2,1,6,1,7,0,1,3,1,4,0,0,0,NA
RD065,5,2,4,11,3,5,2,4,11,1,3,2,3,8,1,3,2,2,7,1,2,1,2,5,2,2,1,2,5,1,1,1,2,4,1,1,1,1,3,1,0,0,NA
RD168,5,0,2,7,4,5,0,2,7,3,3,0,2,5,2,1,0,2,3,1,3,0,2,4,3,3,0,2,4,3,2,0,2,3,2,1,0,2,2,1,0,0,NA
RD170,5,4,4,13,4,4,3,4,11,4,4,3,3,10,3,2,2,1,5,1,2,1,3,4,3,1,1,3,4,3,1,1,3,4,3,1,1,1,3,1,0,0,NA
RD172,5,1,3,9,1,5,1,2,8,1,3,1,2,6,1,3,0,1,4,1,4,1,2,7,1,4,1,1,6,1,2,1,1,4,1,2,0,1,3,1,0,0,NA
RD179,5,0,1,6,3,5,0,1,6,2,5,0,1,6,0,3,0,0,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,NA
RD215,5,14,8,27,1,3,14,8,25,1,3,14,4,21,0,3,12,3,18,0,3,2,4,9,1,3,2,4,9,1,3,2,1,6,0,3,1,1,5,0,0,0,NA
RD217,5,9,11,25,1,4,8,8,20,1,2,4,6,12,0,2,0,2,4,0,1,3,4,8,0,0,3,2,5,0,0,1,1,2,0,0,0,0,0,0,0,0,NA
RD223,5,5,7,17,1,2,5,5,12,0,2,3,4,9,0,2,3,2,7,0,2,3,2,6,1,0,3,2,5,0,0,2,1,3,0,0,2,1,3,0,0,0,NA
RD229,5,3,6,14,3,5,2,5,12,3,5,2,1,8,2,4,2,1,7,1,3,2,3,7,1,3,1,3,6,1,3,1,0,3,1,2,1,0,2,0,0,0,NA
RD231,5,5,5,15,2,5,1,4,10,1,5,0,3,8,1,2,0,0,2,1,4,2,4,10,1,4,1,4,9,0,4,0,3,7,0,1,0,0,1,0,0,0,NA
RD233,5,10,6,21,1,5,10,4,19,0,5,8,2,15,0,4,0,0,4,0,2,3,2,7,1,2,3,1,6,0,2,2,0,4,0,2,0,0,2,0,0,0,NA
RD236,5,11,2,18,1,5,7,2,14,1,4,5,2,11,1,3,1,1,5,1,4,6,1,9,1,4,3,1,6,1,3,3,1,5,1,3,1,1,4,1,0,0,NA
RD249,5,14,9,28,1,4,9,5,18,1,4,7,5,16,0,0,2,3,5,0,3,5,3,9,1,2,4,2,7,1,2,3,2,6,0,0,0,1,1,0,0,0,NA
RD269,5,6,13,24,2,2,4,10,16,2,2,2,6,10,1,0,1,4,5,0,2,4,6,12,1,0,4,6,10,1,0,2,3,5,1,0,1,2,3,0,0,0,NA
RD311,5,0,6,11,0,5,0,3,8,0,5,0,3,8,0,3,0,1,4,0,2,0,5,7,0,2,0,2,4,0,2,0,2,4,0,1,0,0,1,0,0,0,NA
RD056,4,1,6,11,1,3,1,6,10,1,3,1,4,8,1,0,0,0,0,0,3,0,4,7,1,2,0,4,6,1,2,0,3,5,1,0,0,0,0,0,0,0,NA
RD061,4,2,4,10,0,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,2,1,2,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RD063,4,4,7,15,4,4,4,5,13,4,4,4,4,12,2,4,3,2,9,1,2,3,3,6,2,2,3,1,4,2,2,3,1,4,2,2,2,1,4,1,0,0,NA
RD165,4,1,11,16,7,2,0,11,13,7,2,0,11,13,5,0,0,5,5,1,1,1,1,3,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,NA
RD174,4,3,0,7,3,4,3,0,7,3,4,3,0,7,3,2,3,0,5,3,3,2,0,4,2,3,2,0,4,2,3,2,0,4,2,1,2,0,2,2,0,0,NA
RD181,4,7,1,12,1,4,7,1,12,1,3,5,1,9,1,2,3,0,5,0,3,3,0,5,1,3,3,0,5,1,2,2,0,3,1,1,2,0,2,0,0,0,NA
RD183,4,2,3,9,0,3,2,3,8,0,3,2,3,8,0,2,2,0,4,0,3,1,0,3,0,2,1,0,2,0,2,1,0,2,0,1,1,0,1,0,0,0,NA
RD224,4,12,8,24,0,4,10,6,20,0,2,0,5,7,0,0,0,2,2,0,1,4,3,7,0,1,3,3,6,0,0,0,2,2,0,0,0,0,0,0,0,0,NA
RD227,4,8,4,16,3,3,8,3,14,3,3,7,3,13,3,3,3,2,8,0,2,4,4,9,3,2,4,3,8,3,2,3,3,7,3,2,2,2,5,0,0,0,NA
RD280,4,18,7,29,0,2,16,6,24,0,2,14,4,20,0,1,1,1,3,0,4,7,3,13,0,2,5,3,10,0,2,3,3,8,0,1,1,1,3,0,0,0,NA
RD060,3,2,4,9,1,3,2,4,9,1,1,2,1,4,1,0,2,1,3,1,2,1,4,5,1,2,1,4,5,1,1,1,1,3,1,0,1,1,2,1,0,0,NA
RD182,3,2,2,7,2,3,2,1,6,2,2,2,1,5,0,2,2,0,4,0,2,1,1,3,1,2,1,0,2,1,1,1,0,1,0,1,1,0,1,0,1,0,NA
RD184,3,4,1,8,0,2,4,0,6,0,2,4,0,6,0,0,4,0,4,0,1,2,0,2,0,1,2,0,2,0,1,2,0,2,0,0,2,0,2,0,0,0,NA
RD202,3,2,7,12,0,3,2,6,11,0,3,2,2,7,0,2,2,2,6,0,2,1,2,4,0,2,1,2,4,0,2,1,1,3,0,1,1,1,2,0,0,0,NA
RD205,3,2,6,11,2,3,2,3,8,1,3,2,3,8,1,1,1,2,4,0,2,2,4,7,2,2,2,1,4,1,2,2,1,4,1,1,1,1,2,0,0,0,NA
RD234,3,2,6,11,0,2,2,3,7,0,2,1,2,5,0,0,0,0,0,0,2,1,3,5,0,2,1,1,3,0,2,1,1,3,0,0,0,0,0,0,0,0,NA
RD279,3,13,5,21,2,1,13,4,18,2,1,13,4,18,1,0,1,2,3,0,2,2,3,6,2,1,2,2,4,2,1,2,2,4,1,0,1,1,2,0,0,0,NA
GSS226749,2,3,3,8,2,2,3,2,7,2,2,2,2,6,2,2,0,1,3,1,1,2,3,4,1,1,2,2,4,1,1,1,2,3,1,1,0,1,1,1,0,0,NA
RD166,2,1,7,10,1,2,1,4,7,1,2,1,3,6,1,1,0,0,1,1,2,1,3,5,1,2,1,2,4,1,2,1,2,4,1,1,0,0,1,1,0,0,NA
RD238,2,0,8,10,0,2,0,3,5,0,2,0,3,5,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
RD245,2,4,6,12,2,0,4,5,9,2,0,3,5,8,2,0,0,4,4,0,0,2,4,6,2,0,2,3,5,2,0,2,3,5,2,0,0,2,2,0,0,0,NA
RD253,2,4,9,15,1,2,4,8,14,1,0,4,5,9,1,0,0,3,3,1,0,1,3,4,1,0,1,3,4,1,0,1,1,2,1,0,0,1,1,1,0,0,NA
RD313,2,11,4,17,3,1,4,2,7,2,1,4,2,7,1,1,3,0,4,0,2,3,1,5,1,1,3,0,4,0,1,3,0,4,0,1,2,0,3,0,0,0,NA
RD057,1,3,7,11,0,1,3,3,7,0,1,1,3,5,0,0,1,2,3,0,1,1,3,5,0,1,1,1,3,0,1,1,1,3,0,0,1,1,2,0,0,0,NA
RD143,1,4,682,687,1047,0,4,341,345,665,0,3,165,168,356,0,0,13,13,49,1,3,530,534,750,0,3,282,285,487,0,2,140,142,270,0,0,11,11,38,38,52,NA
RD160,1,9,4,14,2,1,9,4,14,1,1,7,4,12,1,0,1,3,4,1,1,5,3,8,1,1,5,3,8,1,1,5,3,8,1,0,1,3,4,1,0,0,NA
RD171,1,2,1,4,2,1,2,1,4,1,1,2,1,4,1,1,0,0,1,1,1,2,1,3,1,1,2,1,3,1,1,2,1,3,1,1,0,0,1,1,0,0,NA
RD186,1,0,2,3,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RD188,1,4,3,8,2,1,2,2,5,1,0,2,1,3,1,0,2,0,2,0,0,2,2,3,1,0,1,1,2,1,0,1,1,2,1,0,1,0,1,0,0,0,NA
RD247,1,2,9,12,1,0,0,6,6,1,0,0,4,4,1,0,0,2,2,0,1,2,5,7,1,0,0,3,3,1,0,0,2,2,1,0,0,1,1,0,1,0,NA
RD252,1,0,7,8,0,1,0,4,5,0,1,0,3,4,0,0,0,0,0,0,1,0,2,3,0,1,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,NA
RD352,1,4,2,7,0,1,2,1,4,0,0,1,0,1,0,0,1,0,1,0,1,3,1,5,0,1,2,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,NA
RD540,1,4,7,12,3,0,4,6,10,2,0,2,6,8,1,0,0,1,1,0,1,3,7,11,3,0,3,6,9,2,0,1,6,7,1,0,0,1,1,0,1,1,NA
GSS115784,0,0,251,251,28,0,0,133,133,7,0,0,54,54,5,0,0,6,6,0,0,0,211,211,26,0,0,106,106,6,0,0,45,45,4,0,0,6,6,0,10,0,NA
GSS178184,0,0,559,559,142,0,0,299,299,66,0,0,124,124,17,0,0,12,12,2,0,0,466,466,101,0,0,258,258,52,0,0,109,109,15,0,0,9,9,1,25,8,NA
RD138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RD139,0,0,0,0,1251,0,0,0,0,876,0,0,0,0,528,0,0,0,0,118,0,0,0,0,874,0,0,0,0,640,0,0,0,0,396,0,0,0,0,91,0,62,NA
RD142,0,0,0,0,1488,0,0,0,0,1032,0,0,0,0,609,0,0,0,0,121,0,0,0,0,1005,0,0,0,0,722,0,0,0,0,431,0,0,0,0,93,0,60,NA
RD156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RD157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RD161,0,1,3,4,0,0,1,3,4,0,0,0,3,3,0,0,0,1,1,0,0,1,1,2,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
RD214,0,0,3,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA
RD225,0,1,2,3,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,2,3,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,NA
RD276,0,0,5,5,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,NA
RD453,0,0,0,0,51,0,0,0,0,31,0,0,0,0,14,0,0,0,0,3,0,0,0,0,41,0,0,0,0,23,0,0,0,0,11,0,0,0,0,1,0,6,NA
RD467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RD534,0,0,0,0,467,0,0,0,0,198,0,0,0,0,64,0,0,0,0,2,0,0,0,0,363,0,0,0,0,174,0,0,0,0,57,0,0,0,0,2,0,22,NA
RD535,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA
RD537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
UDN240668,0,0,0,0,134,0,0,0,0,55,0,0,0,0,17,0,0,0,0,3,0,0,0,0,110,0,0,0,0,46,0,0,0,0,12,0,0,0,0,2,0,7,NA
UDN529280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
